the location of the crime, 0, false, 1
the location of the crime, 80, false, 1
243350.381767833, 243350.715383625, 9.10750007629395, 4.0
243350.865078833, 243351.248683625, 14.0574989318848, 4.0
243351.365136083, 243351.632214083, 9.60249996185303, 4.0
243352.43225025, 243353.348967583, 14.3049983978271, 4.0
243353.515266958, 243354.899057917, 9.60249996185303, 4.0
243355.09866725, 243355.465551667, 5.06500053405762, 4.0
243356.282328833, 243356.397883, -5.0, 4.0
effort is what it will take, 34, false, 47
243360.99943925, 243361.61621175, 5.14750003814697, 4.0
243361.799185542, 243362.082896292, 5.3125, 4.0
243362.182561875, 243362.349244042, 3.00250053405762, 4.0
243362.399319042, 243362.615842208, 5.39499950408936, 4.0
243363.149585167, 243363.399474417, 100.0, 1.0
243363.149585167, 243364.532938458, 14.4699993133545, 4.0
243364.849492958, 243365.866555542, 18.1824989318848, 4.0
243365.966076125, 243366.833061875, 25.6075000762939, 4.0
243367.983072125, 243368.083034958, -5.0, 4.0
243368.299999292, 243368.86658875, 8.19999980926514, 4.0
243368.982905875, 243369.6166325, 18.0174999237061, 4.0
243370.299912125, 243371.250147125, 21.2350006103516, 4.0
243371.533408333, 243372.566853625, 9.02500057220459, 4.0
243372.683134583, 243372.900112375, 6.55000019073486, 4.0
243373.316988292, 243374.450320833, 17.4400005340576, 4.0
243375.050258333, 243375.149070125, -5.0, 4.0
243375.267204583, 243375.383580958, -5.0, 4.0
243375.483611042, 243375.59912775, -5.0, 4.0
243375.7003585, 243375.799238333, -5.0, 4.0
243376.317168333, 243377.583990083, 11.0050010681152, 4.0
243377.700229917, 243378.733687125, 16.2849998474121, 4.0
243379.383859208, 243379.500430375, -5.0, 4.0
243379.634226417, 243379.749326208, -5.0, 4.0
243380.1006745, 243381.433954958, 20.1625003814697, 4.0
243381.600552833, 243381.984139292, 6.13749980926514, 4.0
243382.2004775, 243382.617632167, 15.2950000762939, 4.0
243382.733789458, 243383.167696375, 11.1700000762939, 4.0
243384.000891792, 243384.116459042, -5.0, 4.0
243384.184311, 243384.299953958, -5.0, 4.0
243384.7509875, 243386.134271792, 18.2649993896484, 4.0
243386.367838583, 243386.751108125, 1.26999998092651, 4.0
243387.000814542, 243387.5178705, 8.03500080108643, 4.0
243387.834494583, 243388.251174417, 3.08500003814697, 4.0
243389.034548708, 243389.134519958, -5.0, 4.0
learn to walk before you run, 45, false, 48
243394.384862875, 243394.885383083, 10.1800003051758, 4.0
243395.084812708, 243395.551519042, 5.06500053405762, 4.0
243395.784746292, 243396.501767542, 16.0375003814697, 4.0
243396.70137375, 243397.418488167, 14.1399993896484, 4.0
243398.401809958, 243398.533944792, -5.0, 4.0
243398.618789375, 243398.702015667, -5.0, 4.0
243398.7851925, 243398.885566, -5.0, 4.0
243398.951870792, 243399.068491958, -5.0, 4.0
243399.135211458, 243399.251953333, -5.0, 4.0
243399.402101667, 243399.534913792, -5.0, 4.0
243399.635108083, 243399.7673135, -5.0, 4.0
243399.835222792, 243399.968585417, -5.0, 4.0
243400.035521292, 243400.185209167, -5.0, 4.0
243400.235307833, 243400.385243125, -5.0, 4.0
243400.452169542, 243400.585439292, -5.0, 4.0
243400.685262083, 243400.818550417, -5.0, 4.0
243400.952042167, 243401.085245708, -5.0, 4.0
243401.202248, 243401.317378083, -5.0, 4.0
243401.65207725, 243401.768592625, 100.0, 1.0
243401.585554875, 243402.06739425, -5.0, 4.0
243402.318616333, 243403.685999917, 14.2224998474121, 4.0
243403.868572875, 243404.235737333, 3.25, 4.0
243404.402002875, 243406.568914917, 2.83750009536743, 4.0
243406.885604, 243407.452465292, 17.2749996185303, 4.0
243407.668847708, 243408.802509792, 12.2424983978271, 4.0
243409.619323042, 243411.102758833, 18.0174999237061, 4.0
243411.28572475, 243412.102744125, 14.1399993896484, 4.0
243413.069581, 243413.986315708, 25.0300006866455, 4.0
243414.169604542, 243415.069713708, 2.01250028610229, 4.0
243415.3697125, 243415.869791375, 11.0050010681152, 4.0
243416.002827417, 243417.05312275, 11.0874996185303, 4.0
243417.736452208, 243417.835157792, -5.0, 4.0
243417.936423792, 243418.068528083, -5.0, 4.0
243418.819930458, 243419.153295958, 1.26999998092651, 4.0
243419.403036583, 243419.853262083, 4.23999977111816, 4.0
243420.086278458, 243420.620175708, 6.22000026702881, 4.0
243420.903134208, 243421.970160792, 14.1399993896484, 4.0
243422.153124333, 243422.703446292, 16.0375003814697, 4.0
243422.953486292, 243423.370198208, 3.16750049591064, 4.0
243424.403671542, 243425.853734125, 20.4924983978271, 4.0
243426.2037525, 243426.770430542, 13.1499996185303, 4.0
243426.919958833, 243427.587245333, 19.0900001525879, 4.0
243428.35401, 243429.603775667, 17.1100006103516, 4.0
243429.88704675, 243430.553612833, 19.0075016021729, 4.0
243430.787052875, 243431.537438208, 14.0574989318848, 4.0
